h3_cell,timestamp,u,v
861956137ffffff,2018-08-03T16:00:00,5.264,3.4966
861956137ffffff,2018-08-03T17:00:00,5.2151,3.2159
861956137ffffff,2018-08-03T18:00:00,5.1723,2.964
861956137ffffff,2018-08-03T19:00:00,5.1391,2.7405
861956137ffffff,2018-08-03T20:00:00,5.1188,2.5444
861956137ffffff,2018-08-03T21:00:00,5.1145,2.3742
861956137ffffff,2018-08-03T22:00:00,5.1289,2.2278
861956137ffffff,2018-08-03T23:00:00,5.1645,2.1028
861956127ffffff,2018-08-01T00:00:00,3.7792,1.5247
861956127ffffff,2018-08-01T01:00:00,3.8262,1.4474
861956127ffffff,2018-08-01T02:00:00,3.8991,1.3848
861956127ffffff,2018-08-01T03:00:00,3.9987,1.3342
861956127ffffff,2018-08-01T04:00:00,4.1254,1.2929
861956127ffffff,2018-08-01T05:00:00,4.2793,1.2583
861956127ffffff,2018-08-01T06:00:00,4.4601,1.2276
861956127ffffff,2018-08-01T07:00:00,4.6672,1.1979
861956127ffffff,2018-08-01T08:00:00,4.8995,1.1666
861956127ffffff,2018-08-01T09:00:00,5.1557,1.131
861956127ffffff,2018-08-01T10:00:00,5.4339,1.0887
861956127ffffff,2018-08-01T11:00:00,5.7323,1.0375
861956127ffffff,2018-08-01T12:00:00,6.0483,0.9759
861956127ffffff,2018-08-01T13:00:00,6.3793,0.9029
861956127ffffff,2018-08-01T14:00:00,6.7224,0.8183
861956127ffffff,2018-08-01T15:00:00,7.0745,0.7231
861956127ffffff,2018-08-01T16:00:00,7.4325,0.6192
861956127ffffff,2018-08-01T17:00:00,7.7933,0.5098
861956127ffffff,2018-08-01T18:00:00,8.1539,0.3992
861956127ffffff,2018-08-01T19:00:00,8.5118,0.2929
861956127ffffff,2018-08-01T20:00:00,8.8642,0.1976
861956127ffffff,2018-08-01T21:00:00,9.2091,0.1206
861956127ffffff,2018-08-01T22:00:00,9.5442,0.07
861956127ffffff,2018-08-01T23:00:00,9.8673,0.0539
861956127ffffff,2018-08-02T00:00:00,10.1762,0.0806
861956127ffffff,2018-08-02T01:00:00,10.4679,0.1578
861956127ffffff,2018-08-02T02:00:00,10.739,0.2922
861956127ffffff,2018-08-02T03:00:00,10.985,0.4892
861956127ffffff,2018-08-02T04:00:00,11.2008,0.7522
861956127ffffff,2018-08-02T05:00:00,11.3801,1.0827
861956127ffffff,2018-08-02T06:00:00,11.5161,1.4794
861956127ffffff,2018-08-02T07:00:00,11.6014,1.9382
861956127ffffff,2018-08-02T08:00:00,11.6292,2.4521
861956127ffffff,2018-08-02T09:00:00,11.5931,3.011
861956127ffffff,2018-08-02T10:00:00,11.4885,3.6024
861956127ffffff,2018-08-02T11:00:00,11.3128,4.2116
861956127ffffff,2018-08-02T12:00:00,11.0662,4.8225
861956127ffffff,2018-08-02T13:00:00,10.7519,5.4183
861956127ffffff,2018-08-02T14:00:00,10.3765,5.9828
861956127ffffff,2018-08-02T15:00:00,9.9492,6.501
861956127ffffff,2018-08-02T16:00:00,9.482,6.96
861956127ffffff,2018-08-02T17:00:00,8.9884,7.3497
861956127ffffff,2018-08-02T18:00:00,8.4828,7.663
861956127ffffff,2018-08-02T19:00:00,7.9797,7.8961
861956127ffffff,2018-08-02T20:00:00,7.4924,8.0483
861956127ffffff,2018-08-02T21:00:00,7.0324,8.1213
861956127ffffff,2018-08-02T22:00:00,6.6091,8.1193
861956127ffffff,2018-08-02T23:00:00,6.2288,8.0476
861956127ffffff,2018-08-03T00:00:00,5.8954,7.9128
861956127ffffff,2018-08-03T01:00:00,5.6097,7.7219
861956127ffffff,2018-08-03T02:00:00,5.3701,7.4822
861956127ffffff,2018-08-03T03:00:00,5.1731,7.2008
861956127ffffff,2018-08-03T04:00:00,5.0134,6.8849
861956127ffffff,2018-08-03T05:00:00,4.8847,6.5411
861956127ffffff,2018-08-03T06:00:00,4.7801,6.1762
861956127ffffff,2018-08-03T07:00:00,4.6929,5.7967
861956127ffffff,2018-08-03T08:00:00,4.6168,5.4089
861956127ffffff,2018-08-03T09:00:00,4.5462,5.0192
861956127ffffff,2018-08-03T10:00:00,4.4769,4.6334
861956127ffffff,2018-08-03T11:00:00,4.4058,4.2571
861956127ffffff,2018-08-03T12:00:00,4.3315,3.8954
861956127ffffff,2018-08-03T13:00:00,4.2535,3.5526
861956127ffffff,2018-08-03T14:00:00,4.1728,3.2322
861956127ffffff,2018-08-03T15:00:00,4.0914,2.937
861956127ffffff,2018-08-03T16:00:00,4.0119,2.6687
861956127ffffff,2018-08-03T17:00:00,3.9375,2.4281
861956127ffffff,2018-08-03T18:00:00,3.8715,2.2152
861956127ffffff,2018-08-03T19:00:00,3.8173,2.0294
861956127ffffff,2018-08-03T20:00:00,3.7782,1.8694
861956127ffffff,2018-08-03T21:00:00,3.7572,1.7333
861956127ffffff,2018-08-03T22:00:00,3.7568,1.6192
861956127ffffff,2018-08-03T23:00:00,3.7792,1.5247
8619568e7ffffff,2018-08-01T00:00:00,5.0503,2.0647
8619568e7ffffff,2018-08-01T01:00:00,5.1081,1.9616
8619568e7ffffff,2018-08-01T02:00:00,5.1906,1.8741
8619568e7ffffff,2018-08-01T03:00:00,5.2991,1.7992
8619568e7ffffff,2018-08-01T04:00:00,5.4341,1.734
8619568e7ffffff,2018-08-01T05:00:00,5.5959,1.6753
8619568e7ffffff,2018-08-01T06:00:00,5.7843,1.6199
8619568e7ffffff,2018-08-01T07:00:00,5.9986,1.5647
8619568e7ffffff,2018-08-01T08:00:00,6.238,1.5066
8619568e7ffffff,2018-08-01T09:00:00,6.501,1.4428
8619568e7ffffff,2018-08-01T10:00:00,6.7858,1.3707
8619568e7ffffff,2018-08-01T11:00:00,7.0902,1.2882
8619568e7ffffff,2018-08-01T12:00:00,7.4119,1.1939
8619568e7ffffff,2018-08-01T13:00:00,7.7479,1.0872
8619568e7ffffff,2018-08-01T14:00:00,8.0952,0.9684
8619568e7ffffff,2018-08-01T15:00:00,8.4507,0.8391
8619568e7ffffff,2018-08-01T16:00:00,8.8112,0.7019
8619568e7ffffff,2018-08-01T17:00:00,9.1737,0.561
8619568e7ffffff,2018-08-01T18:00:00,9.5353,0.4216
8619568e7ffffff,2018-08-01T19:00:00,9.8934,0.2903
8619568e7ffffff,2018-08-01T20:00:00,10.2458,0.1746
8619568e7ffffff,2018-08-01T21:00:00,10.5904,0.0829
8619568e7ffffff,2018-08-01T22:00:00,10.9253,0.0242
8619568e7ffffff,2018-08-01T23:00:00,11.2484,0.0073
8619568e7ffffff,2018-08-02T00:00:00,11.5573,0.0413
8619568e7ffffff,2018-08-02T01:00:00,11.8492,0.1341
8619568e7ffffff,2018-08-02T02:00:00,12.1203,0.2929
8619568e7ffffff,2018-08-02T03:00:00,12.3658,0.5229
8619568e7ffffff,2018-08-02T04:00:00,12.5797,0.8276
8619568e7ffffff,2018-08-02T05:00:00,12.7553,1.2079
8619568e7ffffff,2018-08-02T06:00:00,12.8849,1.6618
8619568e7ffffff,2018-08-02T07:00:00,12.9604,2.1841
8619568e7ffffff,2018-08-02T08:00:00,12.9741,2.7666
8619568e7ffffff,2018-08-02T09:00:00,12.9192,3.398
8619568e7ffffff,2018-08-02T10:00:00,12.7908,4.0641
8619568e7ffffff,2018-08-02T11:00:00,12.5862,4.7486
8619568e7ffffff,2018-08-02T12:00:00,12.306,5.4336
8619568e7ffffff,2018-08-02T13:00:00,11.9539,6.1012
8619568e7ffffff,2018-08-02T14:00:00,11.5374,6.7335
8619568e7ffffff,2018-08-02T15:00:00,11.067,7.3145
8619568e7ffffff,2018-08-02T16:00:00,10.5557,7.8306
8619568e7ffffff,2018-08-02T17:00:00,10.0185,8.2711
8619568e7ffffff,2018-08-02T18:00:00,9.4712,8.6286
8619568e7ffffff,2018-08-02T19:00:00,8.9294,8.8995
8619568e7ffffff,2018-08-02T20:00:00,8.4074,9.083
8619568e7ffffff,2018-08-02T21:00:00,7.9178,9.1813
8619568e7ffffff,2018-08-02T22:00:00,7.4704,9.1987
8619568e7ffffff,2018-08-02T23:00:00,7.0721,9.141
8619568e7ffffff,2018-08-03T00:00:00,6.7269,9.0152
8619568e7ffffff,2018-08-03T01:00:00,6.4357,8.8286
8619568e7ffffff,2018-08-03T02:00:00,6.1967,8.5886
8619568e7ffffff,2018-08-03T03:00:00,6.006,8.3027
8619568e7ffffff,2018-08-03T04:00:00,5.8579,7.9781
8619568e7ffffff,2018-08-03T05:00:00,5.7454,7.6217
8619568e7ffffff,2018-08-03T06:00:00,5.661,7.2404
8619568e7ffffff,2018-08-03T07:00:00,5.5974,6.841
8619568e7ffffff,2018-08-03T08:00:00,5.5473,6.43
8619568e7ffffff,2018-08-03T09:00:00,5.5046,6.014
8619568e7ffffff,2018-08-03T10:00:00,5.4644,5.5993
8619568e7ffffff,2018-08-03T11:00:00,5.4228,5.1917
8619568e7ffffff,2018-08-03T12:00:00,5.3778,4.7969
8619568e7ffffff,2018-08-03T13:00:00,5.3285,4.4196
8619568e7ffffff,2018-08-03T14:00:00,5.2753,4.0639
8619568e7ffffff,2018-08-03T15:00:00,5.22,3.7329
8619568e7ffffff,2018-08-03T16:00:00,5.1648,3.4288
8619568e7ffffff,2018-08-03T17:00:00,5.1128,3.153
8619568e7ffffff,2018-08-03T18:00:00,5.0672,2.9059
8619568e7ffffff,2018-08-03T19:00:00,5.0316,2.687
8619568e7ffffff,2018-08-03T20:00:00,5.0092,2.4952
8619568e7ffffff,2018-08-03T21:00:00,5.003,2.3291
8619568e7ffffff,2018-08-03T22:00:00,5.016,2.1864
8619568e7ffffff,2018-08-03T23:00:00,5.0503,2.0647
861956857ffffff,2018-08-01T00:00:00,5.0147,2.0309
861956857ffffff,2018-08-01T01:00:00,5.0722,1.9271
861956857ffffff,2018-08-01T02:00:00,5.1544,1.8394
861956857ffffff,2018-08-01T03:00:00,5.2624,1.7648
861956857ffffff,2018-08-01T04:00:00,5.3968,1.7003
861956857ffffff,2018-08-01T05:00:00,5.5578,1.6429
861956857ffffff,2018-08-01T06:00:00,5.7453,1.5894
861956857ffffff,2018-08-01T07:00:00,5.9586,1.5367
861956857ffffff,2018-08-01T08:00:00,6.1969,1.4818
861956857ffffff,2018-08-01T09:00:00,6.4587,1.4218
861956857ffffff,2018-08-01T10:00:00,6.7424,1.3542
861956857ffffff,2018-08-01T11:00:00,7.0458,1.2769
861956857ffffff,2018-08-01T12:00:00,7.3664,1.1882
861956857ffffff,2018-08-01T13:00:00,7.7016,1.0875
861956857ffffff,2018-08-01T14:00:00,8.0483,0.975
861956857ffffff,2018-08-01T15:00:00,8.4034,0.852
861956857ffffff,2018-08-01T16:00:00,8.7637,0.721
861956857ffffff,2018-08-01T17:00:00,9.1262,0.5858
861956857ffffff,2018-08-01T18:00:00,9.4881,0.4515
861956857ffffff,2018-08-01T19:00:00,9.8466,0.3244
861956857ffffff,2018-08-01T20:00:00,10.1993,0.2118
861956857ffffff,2018-08-01T21:00:00,10.5443,0.1219
861956857ffffff,2018-08-01T22:00:00,10.8793,0.0635
861956857ffffff,2018-08-01T23:00:00,11.2025,0.0454
861956857ffffff,2018-08-02T00:00:00,11.5114,0.0765
861956857ffffff,2018-08-02T01:00:00,11.8031,0.1648
861956857ffffff,2018-08-02T02:00:00,12.0739,0.3176
861956857ffffff,2018-08-02T03:00:00,12.3192,0.5402
861956857ffffff,2018-08-02T04:00:00,12.5333,0.8364
861956857ffffff,2018-08-02T05:00:00,12.7094,1.2072
861956857ffffff,2018-08-02T06:00:00,12.8401,1.6511
861956857ffffff,2018-08-02T07:00:00,12.9174,2.1632
861956857ffffff,2018-08-02T08:00:00,12.9338,2.7358
861956857ffffff,2018-08-02T09:00:00,12.8824,3.3579
861956857ffffff,2018-08-02T10:00:00,12.7581,4.0157
861956857ffffff,2018-08-02T11:00:00,12.5581,4.6932
861956857ffffff,2018-08-02T12:00:00,12.2826,5.3729
861956857ffffff,2018-08-02T13:00:00,11.9353,6.0369
861956857ffffff,2018-08-02T14:00:00,11.5229,6.6674
861956857ffffff,2018-08-02T15:00:00,11.0558,7.2482
861956857ffffff,2018-08-02T16:00:00,10.5468,7.7656
861956857ffffff,2018-08-02T17:00:00,10.0106,8.2086
861956857ffffff,2018-08-02T18:00:00,9.4629,8.5697
861956857ffffff,2018-08-02T19:00:00,8.9193,8.8447
861956857ffffff,2018-08-02T20:00:00,8.3944,9.0326
861956857ffffff,2018-08-02T21:00:00,7.9008,9.1355
861956857ffffff,2018-08-02T22:00:00,7.4486,9.1573
861956857ffffff,2018-08-02T23:00:00,7.0452,9.104
861956857ffffff,2018-08-03T00:00:00,6.6947,8.9821
861956857ffffff,2018-08-03T01:00:00,6.3983,8.7992
861956857ffffff,2018-08-03T02:00:00,6.1546,8.5625
861956857ffffff,2018-08-03T03:00:00,5.9598,8.2796
861956857ffffff,2018-08-03T04:00:00,5.8083,7.9576
861956857ffffff,2018-08-03T05:00:00,5.6934,7.6035
861956857ffffff,2018-08-03T06:00:00,5.6076,7.224
861956857ffffff,2018-08-03T07:00:00,5.5433,6.826
861956857ffffff,2018-08-03T08:00:00,5.4934,6.416
861956857ffffff,2018-08-03T09:00:00,5.4516,6.0004
861956857ffffff,2018-08-03T10:00:00,5.4127,5.5856
861956857ffffff,2018-08-03T11:00:00,5.373,5.1776
861956857ffffff,2018-08-03T12:00:00,5.3299,4.7817
861956857ffffff,2018-08-03T13:00:00,5.2827,4.4031
861956857ffffff,2018-08-03T14:00:00,5.2316,4.0456
861956857ffffff,2018-08-03T15:00:00,5.1781,3.7127
861956857ffffff,2018-08-03T16:00:00,5.1246,3.4067
861956857ffffff,2018-08-03T17:00:00,5.074,3.1288
861956857ffffff,2018-08-03T18:00:00,5.0296,2.8796
861956857ffffff,2018-08-03T19:00:00,4.9948,2.6587
861956857ffffff,2018-08-03T20:00:00,4.973,2.4652
861956857ffffff,2018-08-03T21:00:00,4.9672,2.2975
861956857ffffff,2018-08-03T22:00:00,4.9803,2.1535
861956857ffffff,2018-08-03T23:00:00,5.0147,2.0309
861956847ffffff,2018-08-01T00:00:00,5.5654,2.2329
861956847ffffff,2018-08-01T01:00:00,5.6278,2.1155
861956847ffffff,2018-08-01T02:00:00,5.7141,2.0153
861956847ffffff,2018-08-01T03:00:00,5.8256,1.9293
861956847ffffff,2018-08-01T04:00:00,5.9629,1.8544
861956847ffffff,2018-08-01T05:00:00,6.1264,1.7875
861956847ffffff,2018-08-01T06:00:00,6.316,1.7252
861956847ffffff,2018-08-01T07:00:00,6.5311,1.6644
861956847ffffff,2018-08-01T08:00:00,6.7709,1.602
861956847ffffff,2018-08-01T09:00:00,7.0341,1.5349
861956847ffffff,2018-08-01T10:00:00,7.319,1.4607
861956847ffffff,2018-08-01T11:00:00,7.6234,1.3769
861956847ffffff,2018-08-01T12:00:00,7.9451,1.2822
861956847ffffff,2018-08-01T13:00:00,8.2812,1.1756
861956847ffffff,2018-08-01T14:00:00,8.6288,1.0574
861956847ffffff,2018-08-01T15:00:00,8.9848,0.9289
861956847ffffff,2018-08-01T16:00:00,9.3461,0.7925
861956847ffffff,2018-08-01T17:00:00,9.7094,0.6522
861956847ffffff,2018-08-01T18:00:00,10.072,0.5129
861956847ffffff,2018-08-01T19:00:00,10.4312,0.3811
861956847ffffff,2018-08-01T20:00:00,10.7846,0.2643
861956847ffffff,2018-08-01T21:00:00,11.1299,0.1706
861956847ffffff,2018-08-01T22:00:00,11.4653,0.1091
861956847ffffff,2018-08-01T23:00:00,11.7885,0.0888
861956847ffffff,2018-08-02T00:00:00,12.0973,0.1187
861956847ffffff,2018-08-02T01:00:00,12.3887,0.2072
861956847ffffff,2018-08-02T02:00:00,12.6592,0.3616
861956847ffffff,2018-08-02T03:00:00,12.9039,0.5878
861956847ffffff,2018-08-02T04:00:00,13.1173,0.8895
861956847ffffff,2018-08-02T05:00:00,13.2925,1.2683
861956847ffffff,2018-08-02T06:00:00,13.422,1.7225
861956847ffffff,2018-08-02T07:00:00,13.4977,2.2479
861956847ffffff,2018-08-02T08:00:00,13.5117,2.8364
861956847ffffff,2018-08-02T09:00:00,13.4571,3.4773
861956847ffffff,2018-08-02T10:00:00,13.3283,4.1566
861956847ffffff,2018-08-02T11:00:00,13.1222,4.8582
861956847ffffff,2018-08-02T12:00:00,12.8388,5.5643
861956847ffffff,2018-08-02T13:00:00,12.4812,6.2562
861956847ffffff,2018-08-02T14:00:00,12.0564,6.9158
861956847ffffff,2018-08-02T15:00:00,11.5744,7.5263
861956847ffffff,2018-08-02T16:00:00,11.0483,8.0731
861956847ffffff,2018-08-02T17:00:00,10.4931,8.5447
861956847ffffff,2018-08-02T18:00:00,9.9249,8.9328
861956847ffffff,2018-08-02T19:00:00,9.36,9.2328
861956847ffffff,2018-08-02T20:00:00,8.8136,9.4434
861956847ffffff,2018-08-02T21:00:00,8.2991,9.5661
861956847ffffff,2018-08-02T22:00:00,7.8274,9.605
861956847ffffff,2018-08-02T23:00:00,7.4065,9.5657
861956847ffffff,2018-08-03T00:00:00,7.0412,9.4551
861956847ffffff,2018-08-03T01:00:00,6.7332,9.2805
861956847ffffff,2018-08-03T02:00:00,6.4816,9.0495
861956847ffffff,2018-08-03T03:00:00,6.2826,8.7696
861956847ffffff,2018-08-03T04:00:00,6.1308,8.448
861956847ffffff,2018-08-03T05:00:00,6.0193,8.0918
861956847ffffff,2018-08-03T06:00:00,5.9403,7.7078
861956847ffffff,2018-08-03T07:00:00,5.8861,7.3028
861956847ffffff,2018-08-03T08:00:00,5.8488,6.8834
861956847ffffff,2018-08-03T09:00:00,5.8218,6.4562
861956847ffffff,2018-08-03T10:00:00,5.7991,6.0275
861956847ffffff,2018-08-03T11:00:00,5.7765,5.6037
861956847ffffff,2018-08-03T12:00:00,5.7509,5.1904
861956847ffffff,2018-08-03T13:00:00,5.721,4.7928
861956847ffffff,2018-08-03T14:00:00,5.6866,4.4156
861956847ffffff,2018-08-03T15:00:00,5.6489,4.0622
861956847ffffff,2018-08-03T16:00:00,5.61,3.7354
861956847ffffff,2018-08-03T17:00:00,5.5727,3.437
861956847ffffff,2018-08-03T18:00:00,5.5402,3.1677
861956847ffffff,2018-08-03T19:00:00,5.5159,2.9275
861956847ffffff,2018-08-03T20:00:00,5.5032,2.7155
861956847ffffff,2018-08-03T21:00:00,5.5054,2.5305
861956847ffffff,2018-08-03T22:00:00,5.5252,2.3704
861956847ffffff,2018-08-03T23:00:00,5.5654,2.2329
861956597ffffff,2018-08-01T00:00:00,4.7036,1.9455
861956597ffffff,2018-08-01T01:00:00,4.7583,1.8512
861956597ffffff,2018-08-01T02:00:00,4.8383,1.7717
861956597ffffff,2018-08-01T03:00:00,4.9448,1.7041
861956597ffffff,2018-08-01T04:00:00,5.0782,1.6452
861956597ffffff,2018-08-01T05:00:00,5.2387,1.5921
861956597ffffff,2018-08-01T06:00:00,5.426,1.5416
861956597ffffff,2018-08-01T07:00:00,5.6396,1.4906
861956597ffffff,2018-08-01T08:00:00,5.8784,1.4361
861956597ffffff,2018-08-01T09:00:00,6.141,1.3753
861956597ffffff,2018-08-01T10:00:00,6.4254,1.3057
861956597ffffff,2018-08-01T11:00:00,6.7296,1.2253
861956597ffffff,2018-08-01T12:00:00,7.051,1.1326
861956597ffffff,2018-08-01T13:00:00,7.3866,1.0272
861956597ffffff,2018-08-01T14:00:00,7.7335,0.9096
861956597ffffff,2018-08-01T15:00:00,8.0885,0.7812
861956597ffffff,2018-08-01T16:00:00,8.4485,0.6451
861956597ffffff,2018-08-01T17:00:00,8.8103,0.5052
861956597ffffff,2018-08-01T18:00:00,9.1712,0.3671
861956597ffffff,2018-08-01T19:00:00,9.5287,0.2372
861956597ffffff,2018-08-01T20:00:00,9.8805,0.1233
861956597ffffff,2018-08-01T21:00:00,10.2246,0.0337
861956597ffffff,2018-08-01T22:00:00,10.5592,-0.0228
861956597ffffff,2018-08-01T23:00:00,10.8822,-0.0371
861956597ffffff,2018-08-02T00:00:00,11.1913,-0.0007
861956597ffffff,2018-08-02T01:00:00,11.4835,0.0945
861956597ffffff,2018-08-02T02:00:00,11.755,0.2552
861956597ffffff,2018-08-02T03:00:00,12.0009,0.4866
861956597ffffff,2018-08-02T04:00:00,12.2152,0.7918
861956597ffffff,2018-08-02T05:00:00,12.3911,1.1713
861956597ffffff,2018-08-02T06:00:00,12.5208,1.6229
861956597ffffff,2018-08-02T07:00:00,12.5963,2.1412
861956597ffffff,2018-08-02T08:00:00,12.6102,2.7176
861956597ffffff,2018-08-02T09:00:00,12.5558,3.3406
861956597ffffff,2018-08-02T10:00:00,12.4283,3.9958
861956597ffffff,2018-08-02T11:00:00,12.2256,4.6671
861956597ffffff,2018-08-02T12:00:00,11.9485,5.3367
861956597ffffff,2018-08-02T13:00:00,11.6012,5.9868
861956597ffffff,2018-08-02T14:00:00,11.1913,6.6001
861956597ffffff,2018-08-02T15:00:00,10.7294,7.1611
861956597ffffff,2018-08-02T16:00:00,10.2288,7.6566
861956597ffffff,2018-08-02T17:00:00,9.7043,8.0766
861956597ffffff,2018-08-02T18:00:00,9.1711,8.4143
861956597ffffff,2018-08-02T19:00:00,8.6447,8.6665
861956597ffffff,2018-08-02T20:00:00,8.1386,8.8329
861956597ffffff,2018-08-02T21:00:00,7.6649,8.916
861956597ffffff,2018-08-02T22:00:00,7.2328,8.9201
861956597ffffff,2018-08-02T23:00:00,6.8485,8.8513
861956597ffffff,2018-08-03T00:00:00,6.5153,8.7164
861956597ffffff,2018-08-03T01:00:00,6.2339,8.5227
861956597ffffff,2018-08-03T02:00:00,6.002,8.2777
861956597ffffff,2018-08-03T03:00:00,5.8154,7.9887
861956597ffffff,2018-08-03T04:00:00,5.6685,7.6629
861956597ffffff,2018-08-03T05:00:00,5.5543,7.3072
861956597ffffff,2018-08-03T06:00:00,5.4656,6.9285
861956597ffffff,2018-08-03T07:00:00,5.3951,6.5334
861956597ffffff,2018-08-03T08:00:00,5.3362,6.1286
861956597ffffff,2018-08-03T09:00:00,5.2831,5.7205
861956597ffffff,2018-08-03T10:00:00,5.2312,5.3152
861956597ffffff,2018-08-03T11:00:00,5.1775,4.9186
861956597ffffff,2018-08-03T12:00:00,5.12,4.536
861956597ffffff,2018-08-03T13:00:00,5.0583,4.1718
861956597ffffff,2018-08-03T14:00:00,4.9934,3.83
861956597ffffff,2018-08-03T15:00:00,4.927,3.5133
861956597ffffff,2018-08-03T16:00:00,4.8617,3.2236
861956597ffffff,2018-08-03T17:00:00,4.8005,2.962
861956597ffffff,2018-08-03T18:00:00,4.7469,2.7287
861956597ffffff,2018-08-03T19:00:00,4.7042,2.523
861956597ffffff,2018-08-03T20:00:00,4.6756,2.3438
861956597ffffff,2018-08-03T21:00:00,4.6643,2.1892
861956597ffffff,2018-08-03T22:00:00,4.6729,2.0573
861956597ffffff,2018-08-03T23:00:00,4.7036,1.9455
861956517ffffff,2018-08-01T00:00:00,5.8464,2.456
861956517ffffff,2018-08-01T01:00:00,5.9109,2.3395
861956517ffffff,2018-08-01T02:00:00,6.0001,2.2379
861956517ffffff,2018-08-01T03:00:00,6.1152,2.1481
861956517ffffff,2018-08-01T04:00:00,6.2569,2.0667
861956517ffffff,2018-08-01T05:00:00,6.4254,1.9901
861956517ffffff,2018-08-01T06:00:00,6.6207,1.915
861956517ffffff,2018-08-01T07:00:00,6.842,1.8379
861956517ffffff,2018-08-01T08:00:00,7.0884,1.7557
861956517ffffff,2018-08-01T09:00:00,7.3583,1.6653
861956517ffffff,2018-08-01T10:00:00,7.6497,1.5643
861956517ffffff,2018-08-01T11:00:00,7.9604,1.4508
861956517ffffff,2018-08-01T12:00:00,8.2876,1.3238
861956517ffffff,2018-08-01T13:00:00,8.6283,1.1832
861956517ffffff,2018-08-01T14:00:00,8.9793,1.0299
861956517ffffff,2018-08-01T15:00:00,9.3374,0.8665
861956517ffffff,2018-08-01T16:00:00,9.6994,0.6965
861956517ffffff,2018-08-01T17:00:00,10.0624,0.5251
861956517ffffff,2018-08-01T18:00:00,10.4237,0.3587
861956517ffffff,2018-08-01T19:00:00,10.781,0.2049
861956517ffffff,2018-08-01T20:00:00,11.1323,0.0723
861956517ffffff,2018-08-01T21:00:00,11.476,-0.0299
861956517ffffff,2018-08-01T22:00:00,11.8102,-0.092
861956517ffffff,2018-08-01T23:00:00,12.1332,-0.1044
861956517ffffff,2018-08-02T00:00:00,12.4425,-0.0578
861956517ffffff,2018-08-02T01:00:00,12.7351,0.056
861956517ffffff,2018-08-02T02:00:00,13.0068,0.2438
861956517ffffff,2018-08-02T03:00:00,13.2522,0.5108
861956517ffffff,2018-08-02T04:00:00,13.4648,0.8596
861956517ffffff,2018-08-02T05:00:00,13.6367,1.2902
861956517ffffff,2018-08-02T06:00:00,13.7597,1.7994
861956517ffffff,2018-08-02T07:00:00,13.8249,2.3807
861956517ffffff,2018-08-02T08:00:00,13.8241,3.0241
861956517ffffff,2018-08-02T09:00:00,13.7504,3.7167
861956517ffffff,2018-08-02T10:00:00,13.5989,4.4426
861956517ffffff,2018-08-02T11:00:00,13.3675,5.1839
861956517ffffff,2018-08-02T12:00:00,13.0575,5.9214
861956517ffffff,2018-08-02T13:00:00,12.674,6.6359
861956517ffffff,2018-08-02T14:00:00,12.2256,7.3091
861956517ffffff,2018-08-02T15:00:00,11.724,7.9245
861956517ffffff,2018-08-02T16:00:00,11.1839,8.4685
861956517ffffff,2018-08-02T17:00:00,10.6211,8.9308
861956517ffffff,2018-08-02T18:00:00,10.0523,9.3047
861956517ffffff,2018-08-02T19:00:00,9.4937,9.5869
861956517ffffff,2018-08-02T20:00:00,8.9599,9.7777
861956517ffffff,2018-08-02T21:00:00,8.4634,9.8796
861956517ffffff,2018-08-02T22:00:00,8.0138,9.8977
861956517ffffff,2018-08-02T23:00:00,7.6176,9.8383
861956517ffffff,2018-08-03T00:00:00,7.2781,9.7085
861956517ffffff,2018-08-03T01:00:00,6.9954,9.5159
861956517ffffff,2018-08-03T02:00:00,6.7674,9.2683
861956517ffffff,2018-08-03T03:00:00,6.5892,8.9731
861956517ffffff,2018-08-03T04:00:00,6.4546,8.6377
861956517ffffff,2018-08-03T05:00:00,6.3562,8.2692
861956517ffffff,2018-08-03T06:00:00,6.2861,7.8748
861956517ffffff,2018-08-03T07:00:00,6.2365,7.4612
861956517ffffff,2018-08-03T08:00:00,6.2,7.0354
861956517ffffff,2018-08-03T09:00:00,6.1704,6.6041
861956517ffffff,2018-08-03T10:00:00,6.1426,6.1738
861956517ffffff,2018-08-03T11:00:00,6.1129,5.7506
861956517ffffff,2018-08-03T12:00:00,6.0792,5.3401
861956517ffffff,2018-08-03T13:00:00,6.0406,4.9474
861956517ffffff,2018-08-03T14:00:00,5.9977,4.5766
861956517ffffff,2018-08-03T15:00:00,5.9521,4.2309
861956517ffffff,2018-08-03T16:00:00,5.9063,3.9125
861956517ffffff,2018-08-03T17:00:00,5.8632,3.6227
861956517ffffff,2018-08-03T18:00:00,5.8262,3.3619
861956517ffffff,2018-08-03T19:00:00,5.7986,3.1298
861956517ffffff,2018-08-03T20:00:00,5.7839,2.925
861956517ffffff,2018-08-03T21:00:00,5.7852,2.746
861956517ffffff,2018-08-03T22:00:00,5.8052,2.5905
861956517ffffff,2018-08-03T23:00:00,5.8464,2.456
861956507ffffff,2018-08-01T00:00:00,6.4436,2.6824
861956507ffffff,2018-08-01T01:00:00,6.5131,2.5522
861956507ffffff,2018-08-01T02:00:00,6.6067,2.438
861956507ffffff,2018-08-01T03:00:00,6.7255,2.3364
861956507ffffff,2018-08-01T04:00:00,6.8704,2.2441
861956507ffffff,2018-08-01T05:00:00,7.0418,2.1573
861956507ffffff,2018-08-01T06:00:00,7.2396,2.0725
861956507ffffff,2018-08-01T07:00:00,7.4631,1.9862
